study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	library_name	run_alias	fastq_ftp	sra_ftp	sample_alias	sample_title
PRJNA376566	SRP102872	SAMN06444508	SRS2092682	SRX2698290	SRR5405812	human metagenome	S2_004_025G1	S2_004_025G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405812/SRR5405812.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405812	S2_004_025G1	preterm infant gut metagenome S2_004_025G1
PRJNA376566	SRP102872	SAMN06444507	SRS2092683	SRX2698291	SRR5405813	human metagenome	S2_004_023G1	S2_004_023G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405813/SRR5405813.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405813	S2_004_023G1	preterm infant gut metagenome S2_004_023G1
PRJNA376566	SRP102872	SAMN06444506	SRS2092685	SRX2698292	SRR5405814	human metagenome	S2_004_021G1	S2_004_021G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405814/SRR5405814.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405814	S2_004_021G1	preterm infant gut metagenome S2_004_021G1
PRJNA376566	SRP102872	SAMN06444505	SRS2092684	SRX2698293	SRR5405815	human metagenome	S2_004_020G1	S2_004_020G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405815/SRR5405815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405815	S2_004_020G1	preterm infant gut metagenome S2_004_020G1
PRJNA376566	SRP102872	SAMN06444504	SRS2092686	SRX2698294	SRR5405816	human metagenome	S2_004_019G1	S2_004_019G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405816/SRR5405816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405816	S2_004_019G1	preterm infant gut metagenome S2_004_019G1
PRJNA376566	SRP102872	SAMN06444503	SRS2092687	SRX2698295	SRR5405817	human metagenome	S2_004_018G1	S2_004_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405817/SRR5405817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405817	S2_004_018G1	preterm infant gut metagenome S2_004_018G1
PRJNA376566	SRP102872	SAMN06444502	SRS2092689	SRX2698296	SRR5405818	human metagenome	S2_004_017G1	S2_004_017G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405818/SRR5405818.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405818	S2_004_017G1	preterm infant gut metagenome S2_004_017G1
PRJNA376566	SRP102872	SAMN06444501	SRS2092688	SRX2698297	SRR5405819	human metagenome	S2_004_016G1	S2_004_016G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405819/SRR5405819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405819	S2_004_016G1	preterm infant gut metagenome S2_004_016G1
PRJNA376566	SRP102872	SAMN06444500	SRS2092690	SRX2698298	SRR5405820	human metagenome	S2_004_015G1	S2_004_015G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405820/SRR5405820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405820	S2_004_015G1	preterm infant gut metagenome S2_004_015G1
PRJNA376566	SRP102872	SAMN06444499	SRS2092691	SRX2698299	SRR5405821	human metagenome	S2_004_014G1	S2_004_014G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405821/SRR5405821.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405821	S2_004_014G1	preterm infant gut metagenome S2_004_014G1
PRJNA376566	SRP102872	SAMN06444498	SRS2092692	SRX2698300	SRR5405822	human metagenome	S2_004_013G1	S2_004_013G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405822/SRR5405822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405822	S2_004_013G1	preterm infant gut metagenome S2_004_013G1
PRJNA376566	SRP102872	SAMN06444497	SRS2092693	SRX2698301	SRR5405823	human metagenome	S2_004_012G1	S2_004_012G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405823/SRR5405823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405823	S2_004_012G1	preterm infant gut metagenome S2_004_012G1
PRJNA376566	SRP102872	SAMN06444496	SRS2092694	SRX2698302	SRR5405824	human metagenome	S2_004_011G1	S2_004_011G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405824/SRR5405824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405824	S2_004_011G1	preterm infant gut metagenome S2_004_011G1
PRJNA376566	SRP102872	SAMN06444495	SRS2092695	SRX2698303	SRR5405825	human metagenome	S2_004_010G1	S2_004_010G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405825/SRR5405825.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405825	S2_004_010G1	preterm infant gut metagenome S2_004_010G1
PRJNA376566	SRP102872	SAMN06444494	SRS2092698	SRX2698304	SRR5405826	human metagenome	S2_004_009G1	S2_004_009G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405826/SRR5405826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405826	S2_004_009G1	preterm infant gut metagenome S2_004_009G1
PRJNA376566	SRP102872	SAMN06444493	SRS2092696	SRX2698305	SRR5405827	human metagenome	S2_004_008G1	S2_004_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405827/SRR5405827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405827	S2_004_008G1	preterm infant gut metagenome S2_004_008G1
PRJNA376566	SRP102872	SAMN06444492	SRS2092697	SRX2698306	SRR5405828	human metagenome	S2_004_007G1	S2_004_007G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405828/SRR5405828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405828	S2_004_007G1	preterm infant gut metagenome S2_004_007G1
PRJNA376566	SRP102872	SAMN06444491	SRS2092699	SRX2698307	SRR5405829	human metagenome	S2_004_006G1	S2_004_006G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405829/SRR5405829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405829	S2_004_006G1	preterm infant gut metagenome S2_004_006G1
PRJNA376566	SRP102872	SAMN06444490	SRS2092700	SRX2698308	SRR5405830	human metagenome	S2_003_021G1	S2_003_021G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405830/SRR5405830.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405830	S2_003_021G1	preterm infant gut metagenome S2_003_021G1
PRJNA376566	SRP102872	SAMN06444489	SRS2092703	SRX2698309	SRR5405831	human metagenome	S2_003_020G1	S2_003_020G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405831/SRR5405831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405831	S2_003_020G1	preterm infant gut metagenome S2_003_020G1
PRJNA376566	SRP102872	SAMN06444488	SRS2092702	SRX2698310	SRR5405832	human metagenome	S2_003_019G1	S2_003_019G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405832/SRR5405832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405832	S2_003_019G1	preterm infant gut metagenome S2_003_019G1
PRJNA376566	SRP102872	SAMN06444487	SRS2092701	SRX2698311	SRR5405833	human metagenome	S2_003_018G1	S2_003_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405833/SRR5405833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405833	S2_003_018G1	preterm infant gut metagenome S2_003_018G1
PRJNA376566	SRP102872	SAMN06444486	SRS2092704	SRX2698312	SRR5405834	human metagenome	S2_003_017G1	S2_003_017G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405834/SRR5405834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405834	S2_003_017G1	preterm infant gut metagenome S2_003_017G1
PRJNA376566	SRP102872	SAMN06444485	SRS2092705	SRX2698313	SRR5405835	human metagenome	S2_003_016G1	S2_003_016G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405835/SRR5405835.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405835	S2_003_016G1	preterm infant gut metagenome S2_003_016G1
PRJNA376566	SRP102872	SAMN06444484	SRS2092706	SRX2698314	SRR5405836	human metagenome	S2_003_015G1	S2_003_015G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405836/SRR5405836.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405836	S2_003_015G1	preterm infant gut metagenome S2_003_015G1
PRJNA376566	SRP102872	SAMN06444483	SRS2092707	SRX2698315	SRR5405837	human metagenome	S2_003_014G1	S2_003_014G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405837/SRR5405837.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405837	S2_003_014G1	preterm infant gut metagenome S2_003_014G1
PRJNA376566	SRP102872	SAMN06444482	SRS2092708	SRX2698316	SRR5405838	human metagenome	S2_003_013G1	S2_003_013G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405838/SRR5405838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405838	S2_003_013G1	preterm infant gut metagenome S2_003_013G1
PRJNA376566	SRP102872	SAMN06444481	SRS2092709	SRX2698317	SRR5405839	human metagenome	S2_003_012G1	S2_003_012G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405839/SRR5405839.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405839	S2_003_012G1	preterm infant gut metagenome S2_003_012G1
PRJNA376566	SRP102872	SAMN06444480	SRS2092710	SRX2698318	SRR5405840	human metagenome	S2_003_011G1	S2_003_011G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405840/SRR5405840.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405840	S2_003_011G1	preterm infant gut metagenome S2_003_011G1
PRJNA376566	SRP102872	SAMN06444479	SRS2092711	SRX2698319	SRR5405841	human metagenome	S2_003_010G1	S2_003_010G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405841/SRR5405841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405841	S2_003_010G1	preterm infant gut metagenome S2_003_010G1
PRJNA376566	SRP102872	SAMN06444478	SRS2092712	SRX2698320	SRR5405842	human metagenome	S2_003_009G1	S2_003_009G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405842/SRR5405842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405842	S2_003_009G1	preterm infant gut metagenome S2_003_009G1
PRJNA376566	SRP102872	SAMN06444477	SRS2092713	SRX2698321	SRR5405843	human metagenome	S2_003_008G1	S2_003_008G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405843/SRR5405843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405843	S2_003_008G1	preterm infant gut metagenome S2_003_008G1
PRJNA376566	SRP102872	SAMN06444476	SRS2092714	SRX2698322	SRR5405844	human metagenome	S2_003_007G1	S2_003_007G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405844/SRR5405844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405844	S2_003_007G1	preterm infant gut metagenome S2_003_007G1
PRJNA376566	SRP102872	SAMN06444475	SRS2092715	SRX2698323	SRR5405845	human metagenome	S2_003_005G1	S2_003_005G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405845/SRR5405845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405845	S2_003_005G1	preterm infant gut metagenome S2_003_005G1
PRJNA376566	SRP102872	SAMN06444474	SRS2092716	SRX2698324	SRR5405846	human metagenome	S2_002_028G1	S2_002_028G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405846/SRR5405846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405846	S2_002_028G1	preterm infant gut metagenome S2_002_028G1
PRJNA376566	SRP102872	SAMN06444473	SRS2092717	SRX2698325	SRR5405847	human metagenome	S2_002_027G1	S2_002_027G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405847/SRR5405847.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405847	S2_002_027G1	preterm infant gut metagenome S2_002_027G1
PRJNA376566	SRP102872	SAMN06444472	SRS2092718	SRX2698326	SRR5405848	human metagenome	S2_002_026G1	S2_002_026G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405848/SRR5405848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405848	S2_002_026G1	preterm infant gut metagenome S2_002_026G1
PRJNA376566	SRP102872	SAMN06444471	SRS2092719	SRX2698327	SRR5405849	human metagenome	S2_002_024G1	S2_002_024G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405849/SRR5405849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405849	S2_002_024G1	preterm infant gut metagenome S2_002_024G1
PRJNA376566	SRP102872	SAMN06444470	SRS2092720	SRX2698328	SRR5405850	human metagenome	S2_002_023G1	S2_002_023G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405850/SRR5405850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405850	S2_002_023G1	preterm infant gut metagenome S2_002_023G1
PRJNA376566	SRP102872	SAMN06444469	SRS2092721	SRX2698329	SRR5405851	human metagenome	S2_002_022G1	S2_002_022G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405851/SRR5405851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405851	S2_002_022G1	preterm infant gut metagenome S2_002_022G1
PRJNA376566	SRP102872	SAMN06444468	SRS2092722	SRX2698330	SRR5405852	human metagenome	S2_002_020G1	S2_002_020G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405852/SRR5405852.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405852	S2_002_020G1	preterm infant gut metagenome S2_002_020G1
PRJNA376566	SRP102872	SAMN06444467	SRS2092723	SRX2698331	SRR5405853	human metagenome	S2_002_019G1	S2_002_019G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405853/SRR5405853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405853	S2_002_019G1	preterm infant gut metagenome S2_002_019G1
PRJNA376566	SRP102872	SAMN06444466	SRS2092725	SRX2698332	SRR5405854	human metagenome	S2_002_018G1	S2_002_018G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405854/SRR5405854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405854	S2_002_018G1	preterm infant gut metagenome S2_002_018G1
PRJNA376566	SRP102872	SAMN06444465	SRS2092724	SRX2698333	SRR5405855	human metagenome	S2_002_017G1	S2_002_017G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405855/SRR5405855.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405855	S2_002_017G1	preterm infant gut metagenome S2_002_017G1
PRJNA376566	SRP102872	SAMN06444464	SRS2092728	SRX2698334	SRR5405856	human metagenome	S2_002_016G1	S2_002_016G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405856/SRR5405856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405856	S2_002_016G1	preterm infant gut metagenome S2_002_016G1
PRJNA376566	SRP102872	SAMN06444463	SRS2092726	SRX2698335	SRR5405857	human metagenome	S2_002_015G1	S2_002_015G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405857/SRR5405857.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405857	S2_002_015G1	preterm infant gut metagenome S2_002_015G1
PRJNA376566	SRP102872	SAMN06444462	SRS2092727	SRX2698336	SRR5405858	human metagenome	S2_002_014G1	S2_002_014G1.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405858/SRR5405858.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405858	S2_002_014G1	preterm infant gut metagenome S2_002_014G1
PRJNA376566	SRP102872	SAMN06444461	SRS2092730	SRX2698337	SRR5405859	human metagenome	S2_002_013G1	S2_002_013G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405859/SRR5405859.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405859	S2_002_013G1	preterm infant gut metagenome S2_002_013G1
PRJNA376566	SRP102872	SAMN06444460	SRS2092729	SRX2698338	SRR5405860	human metagenome	S2_002_012G1	S2_002_012G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405860/SRR5405860.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405860	S2_002_012G1	preterm infant gut metagenome S2_002_012G1
PRJNA376566	SRP102872	SAMN06444459	SRS2092731	SRX2698339	SRR5405861	human metagenome	S2_002_011G1	S2_002_011G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405861/SRR5405861.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405861	S2_002_011G1	preterm infant gut metagenome S2_002_011G1
PRJNA376566	SRP102872	SAMN06444458	SRS2092732	SRX2698340	SRR5405862	human metagenome	S2_002_010G1	S2_002_010G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405862/SRR5405862.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405862	S2_002_010G1	preterm infant gut metagenome S2_002_010G1
PRJNA376566	SRP102872	SAMN06444457	SRS2092733	SRX2698341	SRR5405863	human metagenome	S2_002_007G1	S2_002_007G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405863/SRR5405863.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405863	S2_002_007G1	preterm infant gut metagenome S2_002_007G1
PRJNA376566	SRP102872	SAMN06444456	SRS2092734	SRX2698342	SRR5405864	human metagenome	S2_002_005G1	S2_002_005G1.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405864/SRR5405864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405864	S2_002_005G1	preterm infant gut metagenome S2_002_005G1
PRJNA376566	SRP102872	SAMN06444455	SRS2092735	SRX2698343	SRR5405865	human metagenome	N2_093_010G1	93_012.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405865/SRR5405865.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405865	N2_093_010G1	preterm infant gut metagenome N2_093_010G1
PRJNA376566	SRP102872	SAMN06444454	SRS2092736	SRX2698344	SRR5405866	human metagenome	N2_093_009G1	93_005.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405866/SRR5405866.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405866	N2_093_009G1	preterm infant gut metagenome N2_093_009G1
PRJNA376566	SRP102872	SAMN06444453	SRS2092737	SRX2698345	SRR5405867	human metagenome	N2_093_008G2	93_010.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405867/SRR5405867.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405867	N2_093_008G2	preterm infant gut metagenome N2_093_008G2
PRJNA376566	SRP102872	SAMN06444452	SRS2092738	SRX2698346	SRR5405868	human metagenome	N2_093_008G1	93_004.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405868/SRR5405868.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405868	N2_093_008G1	preterm infant gut metagenome N2_093_008G1
PRJNA376566	SRP102872	SAMN06444451	SRS2092739	SRX2698347	SRR5405869	human metagenome	N2_093_007G1	93_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405869/SRR5405869.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405869	N2_093_007G1	preterm infant gut metagenome N2_093_007G1
PRJNA376566	SRP102872	SAMN06444450	SRS2092740	SRX2698348	SRR5405870	human metagenome	N2_088_042G1	88_017.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405870/SRR5405870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405870	N2_088_042G1	preterm infant gut metagenome N2_088_042G1
PRJNA376566	SRP102872	SAMN06444449	SRS2092741	SRX2698349	SRR5405871	human metagenome	N2_088_034G1	88_016.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405871/SRR5405871.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405871	N2_088_034G1	preterm infant gut metagenome N2_088_034G1
PRJNA376566	SRP102872	SAMN06444448	SRS2092742	SRX2698350	SRR5405872	human metagenome	N2_088_027G1	88_015.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/002/SRR5405872/SRR5405872.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/002/SRR5405872	N2_088_027G1	preterm infant gut metagenome N2_088_027G1
PRJNA376566	SRP102872	SAMN06444447	SRS2092744	SRX2698351	SRR5405873	human metagenome	N2_088_022G1	88_014.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/003/SRR5405873/SRR5405873.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/003/SRR5405873	N2_088_022G1	preterm infant gut metagenome N2_088_022G1
PRJNA376566	SRP102872	SAMN06444446	SRS2092743	SRX2698352	SRR5405874	human metagenome	N2_088_018G1	88_012.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/004/SRR5405874/SRR5405874.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/004/SRR5405874	N2_088_018G1	preterm infant gut metagenome N2_088_018G1
PRJNA376566	SRP102872	SAMN06444445	SRS2092745	SRX2698353	SRR5405875	human metagenome	N2_088_015G1	88_010.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/005/SRR5405875/SRR5405875.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/005/SRR5405875	N2_088_015G1	preterm infant gut metagenome N2_088_015G1
PRJNA376566	SRP102872	SAMN06444444	SRS2092747	SRX2698354	SRR5405876	human metagenome	N2_088_013G1	88_009.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/006/SRR5405876/SRR5405876.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/006/SRR5405876	N2_088_013G1	preterm infant gut metagenome N2_088_013G1
PRJNA376566	SRP102872	SAMN06444443	SRS2092746	SRX2698355	SRR5405877	human metagenome	N2_088_010G1	88_003.HR.R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/007/SRR5405877/SRR5405877.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/007/SRR5405877	N2_088_010G1	preterm infant gut metagenome N2_088_010G1
PRJNA376566	SRP102872	SAMN06444442	SRS2092748	SRX2698356	SRR5405878	human metagenome	N2_088_008G1	88_007.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/008/SRR5405878/SRR5405878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/008/SRR5405878	N2_088_008G1	preterm infant gut metagenome N2_088_008G1
PRJNA376566	SRP102872	SAMN06444441	SRS2092749	SRX2698357	SRR5405879	human metagenome	N2_071_030G1	71_014.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/009/SRR5405879/SRR5405879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/009/SRR5405879	N2_071_030G1	preterm infant gut metagenome N2_071_030G1
PRJNA376566	SRP102872	SAMN06444440	SRS2092750	SRX2698358	SRR5405880	human metagenome	N2_071_029G1	71_021.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/000/SRR5405880/SRR5405880.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/000/SRR5405880	N2_071_029G1	preterm infant gut metagenome N2_071_029G1
PRJNA376566	SRP102872	SAMN06444439	SRS2092751	SRX2698359	SRR5405881	human metagenome	N2_071_027G1	71_013.HR.R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR540/001/SRR5405881/SRR5405881.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR540/001/SRR5405881	N2_071_027G1	preterm infant gut metagenome N2_071_027G1
