public_code	infant	DOL	campaign	reads	read_bases	read_length	assembly_length	assembly_completeness
S2_011_025G1	S2_011	25	Sloan2	20280966	3021456560	148.9799135	33445405	0.402791366
S2_011_026G1	S2_011	26	Sloan2	28433834	4227361610	148.6736404	31078086	0.986546943
S2_011_028G1	S2_011	28	Sloan2	24251352	3606681516	148.7208431	28159811	0.981972345
S2_012_000G1	S2_012	0	Sloan2	452226640	67485497740	149.2293726	95769314	0.937694069
S2_012_005G1	S2_012	5	Sloan2	2835896	407434220	143.6703673	993076	0.080734625
S2_012_007G1	S2_012	7	Sloan2	7352082	1095280724	148.975586	5929556	0.823632816
S2_012_008G1	S2_012	8	Sloan2	5800144	862049748	148.6255769	1026389	0.27943358
S2_012_009G1	S2_012	9	Sloan2	462740	67801514	146.5218352	7366414	0.460679863
S2_012_010G1	S2_012	10	Sloan2	31577524	4722472396	149.5517	12874669	0.990550526
S2_012_011G1	S2_012	11	Sloan2	14819378	2216363846	149.5584933	12969084	0.983637977
S2_012_012G1	S2_012	12	Sloan2	20770634	3107505490	149.6105266	13428508	0.972383366
S2_012_013G1	S2_012	13	Sloan2	10026618	1495471996	149.1501916	11291471	0.973394718
S2_012_014G1	S2_012	14	Sloan2	20119796	3008656600	149.5371325	12609824	0.971151596
S2_012_015G1	S2_012	15	Sloan2	18159532	2710654808	149.2689794	19106731	0.978722965
S2_012_016G1	S2_012	16	Sloan2	29262318	4365812982	149.195733	13846065	0.862370712
S2_012_017G1	S2_012	17	Sloan2	10727620	1599290764	149.081601	16227085	0.979939539
S2_012_018G1	S2_012	18	Sloan2	48216002	7195895348	149.2428872	21091544	0.993581674
S2_012_019G1	S2_012	19	Sloan2	21908146	3266798290	149.1134069	18325603	0.991467557
S2_012_020G1	S2_012	20	Sloan2	32896768	4908221636	149.200725	25220207	0.992421505
S2_012_021G1	S2_012	21	Sloan2	14443554	2155033094	149.2037967	21933369	0.991393185
S2_012_022G1	S2_012	22	Sloan2	33500870	4999981658	149.2493078	23951458	0.993271608
S2_012_023G1	S2_012	23	Sloan2	20799988	3104754894	149.2671483	20841573	0.989313552
S2_012_024G1	S2_012	24	Sloan2	42088110	6280835120	149.2306288	33322863	0.991413133
S2_012_025G1	S2_012	25	Sloan2	16931754	2523443166	149.0361345	29941846	0.985566587
S2_012_026G1	S2_012	26	Sloan2	36785146	5489665912	149.2359419	29917041	0.985541854
S2_012_027G1	S2_012	27	Sloan2	12742020	1902073534	149.275667	19466384	0.990074651
S2_014_000G1	S2_014	0	Sloan2	407786282	60496130162	148.3525387	98458977	0.978028547
S2_014_007G1	S2_014	7	Sloan2	1529126	220571408	144.2467187	18540245	0.71911798
S2_014_009G1	S2_014	9	Sloan2	15098078	2249158434	148.9698513	12633736	0.977264523
S2_014_010G1	S2_014	10	Sloan2	25294570	3753040782	148.3733774	28575846	0.985963114
S2_014_011G1	S2_014	11	Sloan2	25411524	3770405748	148.3738538	20637588	0.983453295
S2_014_013G1	S2_014	13	Sloan2	25297000	3756026638	148.4771569	24524870	0.985975926
S2_014_015G1	S2_014	15	Sloan2	24463128	3639297430	148.766643	18860773	0.978881196
S2_014_016G1	S2_014	16	Sloan2	26176488	3880688840	148.2509357	19170301	0.982194938
S2_014_017G1	S2_014	17	Sloan2	26426244	3931113734	148.7579443	29635385	0.983157992
S2_014_018G1	S2_014	18	Sloan2	30904512	4592935732	148.6169959	41112380	0.985278687
S2_014_019G1	S2_014	19	Sloan2	25488336	3790211746	148.7037736	34766999	0.980010072
S2_014_020G1	S2_014	20	Sloan2	28481222	4231041364	148.5554715	43221580	0.987056876
S2_014_021G1	S2_014	21	Sloan2	36155810	5362024490	148.30326	41306071	0.983922639
S2_014_023G1	S2_014	23	Sloan2	26439986	3929790606	148.6305857	50882128	0.986423064
S2_014_024G1	S2_014	24	Sloan2	16195340	2399999122	148.1907217	41507632	0.976058051
S2_014_025G1	S2_014	25	Sloan2	22891802	3381428166	147.7134987	42023386	0.982832282
S2_014_026G1	S2_014	26	Sloan2	23165086	3416673806	147.492386	43878685	0.972156417
S2_014_028G1	S2_014	28	Sloan2	28368030	4191722116	147.7621857	36596713	0.980697496
S2_015_000G1	S2_015	0	Sloan2	62675308	9228247494	147.2389652	14951741	0.956064197
S2_015_005G1	S2_015	5	Sloan2	6835692	1020407320	149.2763747	6658286	0.973402254
S2_015_006G1	S2_015	6	Sloan2	5275580	787517950	149.2760891	10645322	0.955373059
S2_015_009G1	S2_015	9	Sloan2	4105392	613503776	149.4385374	14029894	0.947636182
S2_015_010G1	S2_015	10	Sloan2	542838	78671486	144.926269	2993988	0.526514356
S2_015_011G1	S2_015	11	Sloan2	6616548	985043636	148.8757636	3955005	0.956506021
S2_015_012G1	S2_015	12	Sloan2	22158130	3233597840	145.9327949	7530696	0.962437309
S2_015_013G1	S2_015	13	Sloan2	17141128	2509505486	146.4025872	7318957	0.966096222
S2_016_000G1	S2_016	0	Sloan2	477328260	71130623584	149.0182534	101610365	0.799315932
S2_016_007G1	S2_016	7	Sloan2	15309626	2278915154	148.8550507	26995140	0.922668522
S2_016_008G1	S2_016	8	Sloan2	19369510	2893893880	149.4045993	33587936	0.954931952
S2_016_009G1	S2_016	9	Sloan2	9536874	1423657134	149.2792223	28386887	0.949579286
S2_016_010G1	S2_016	10	Sloan2	24360144	3636374752	149.2755852	42340610	0.9520142
S2_016_011G1	S2_016	11	Sloan2	24935600	3720950900	149.222433	35862980	0.933078811
S2_016_013G1	S2_016	13	Sloan2	19790166	2954793508	149.3061507	36400754	0.961854337
S2_016_014G1	S2_016	14	Sloan2	22972936	3431391862	149.3667097	38791764	0.96339706
S2_016_015G1	S2_016	15	Sloan2	21252870	3171247118	149.2150057	33371063	0.970241478
S2_016_016G1	S2_016	16	Sloan2	22565702	3374776098	149.5533398	43085976	0.978233072
S2_016_017G1	S2_016	17	Sloan2	17138150	2557317036	149.2177998	36350435	0.959428585
S2_016_018G1	S2_016	18	Sloan2	34891462	5191224474	148.7820853	48537246	0.934202499
S2_016_019G1	S2_016	19	Sloan2	22318196	3329708040	149.1925261	53671280	0.955728949
S2_016_021G1	S2_016	21	Sloan2	29461040	4392209858	149.0853635	42752018	0.829911877
S2_016_023G1	S2_016	23	Sloan2	32402424	4820784626	148.7785181	45851676	0.895067665
S2_016_024G1	S2_016	24	Sloan2	45468444	6764332524	148.7698265	58039511	0.725493575
S2_016_025G1	S2_016	25	Sloan2	31097648	4624100954	148.6961636	53607384	0.969779837
S2_016_026G1	S2_016	26	Sloan2	33670560	5008882466	148.7614838	47317051	0.928946534
S2_016_027G1	S2_016	27	Sloan2	25817910	3838776870	148.686585	42573125	0.932198927
S2_016_028G1	S2_016	28	Sloan2	24968998	3717286330	148.8760714	41030035	0.927452035
S2_017_000G1	S2_017	0	Sloan2	550593028	82041957972	149.0065326	33408421	0.971975931
S2_017_006G1	S2_017	6	Sloan2	22512026	3354305792	149.0006182	8072130	0.993402948
S2_017_007G1	S2_017	7	Sloan2	12545874	1873033988	149.294819	9420235	0.980169337
S2_017_008G1	S2_017	8	Sloan2	17280396	2578761966	149.2304902	10259575	0.988290257
S2_017_009G1	S2_017	9	Sloan2	19190282	2858410314	148.9509281	19698600	0.984005655
S2_017_010G1	S2_017	10	Sloan2	31195262	4647337224	148.9757395	19462010	0.985552678
S2_017_011G1	S2_017	11	Sloan2	20119998	3000349800	149.1227683	19012146	0.982666648
S2_017_012G1	S2_017	12	Sloan2	30666602	4571468654	149.0699444	19687111	0.985770774
S2_017_013G1	S2_017	13	Sloan2	22447170	3344024156	148.9730846	20868422	0.986791564
S2_017_014G1	S2_017	14	Sloan2	34641772	5158575994	148.9120128	21060055	0.986612088
S2_017_015G1	S2_017	15	Sloan2	24098136	3589890712	148.9696428	19245216	0.985961985
S2_017_017G1	S2_017	17	Sloan2	27019314	4028742788	149.1060353	19675768	0.985013683
S2_017_018G1	S2_017	18	Sloan2	26069914	3883252624	148.9553293	18088839	0.987006593
S2_017_019G1	S2_017	19	Sloan2	26439698	3940257898	149.0280977	19035577	0.986949813
S2_017_020G1	S2_017	20	Sloan2	30863590	4603216228	149.1471416	21051968	0.985949561
S2_017_021G1	S2_017	21	Sloan2	17378172	2591474214	149.1223711	18410430	0.983514089
S2_017_022G1	S2_017	22	Sloan2	17667442	2629140944	148.8127678	19162242	0.984637504
S2_017_023G1	S2_017	23	Sloan2	34408658	5128858200	149.0571995	19362671	0.985535385
S2_017_024G1	S2_017	24	Sloan2	23992934	3574273270	148.9719127	20002277	0.983881755
S2_017_025G1	S2_017	25	Sloan2	26896788	4005567256	148.9236282	19353414	0.983717647
S2_017_026G1	S2_017	26	Sloan2	23059326	3433711796	148.9077259	21506368	0.98478338
S2_017_027G1	S2_017	27	Sloan2	38342094	5708438268	148.8817556	21663409	0.986075487
S2_017_028G1	S2_017	28	Sloan2	23757580	3538865886	148.9573385	21548641	0.985381844
S2_018_000G1	S2_018	0	Sloan2	442908902	65941965672	148.8838119	78486110	0.72820721
S2_018_006G1	S2_018	6	Sloan2	8199950	1219116806	148.6736878	46787273	0.941466838
S2_018_007G1	S2_018	7	Sloan2	4275528	635385126	148.609745	35732014	0.856336808
S2_018_008G1	S2_018	8	Sloan2	23049514	3434826852	149.0194913	11257511	0.992361184
S2_018_009G1	S2_018	9	Sloan2	17389708	2592985462	149.1103509	15723316	0.985728052
S2_018_010G1	S2_018	10	Sloan2	22796082	3398183068	149.0687333	16203447	0.992735067
S2_018_011G1	S2_018	11	Sloan2	21666996	3225695536	148.8759926	7018526	0.990873862
S2_018_012G1	S2_018	12	Sloan2	30247854	4508288562	149.0449062	5372003	0.991341204
S2_018_013G1	S2_018	13	Sloan2	28487408	4235884534	148.6932238	15938247	0.985378347
S2_018_014G1	S2_018	14	Sloan2	29421704	4384385202	149.0187381	13006059	0.989865271
S2_018_015G1	S2_018	15	Sloan2	27849580	4153045630	149.1241746	15293630	0.988625538
S2_018_016G1	S2_018	16	Sloan2	22933880	3415104186	148.9108771	18796525	0.981570279
S2_018_017G1	S2_018	17	Sloan2	30633542	4549271776	148.5062281	22798137	0.977202734
S2_018_018G1	S2_018	18	Sloan2	21333790	3179525876	149.0370851	16817737	0.982228334
S2_018_019G1	S2_018	19	Sloan2	23544808	3510688078	149.1066769	15893501	0.991770797
S2_018_020G1	S2_018	20	Sloan2	21733416	3240001920	149.0792759	17686786	0.986514821
S2_018_021G1	S2_018	21	Sloan2	30281792	4498342856	148.5494272	17745539	0.989835113
S2_018_022G1	S2_018	22	Sloan2	44167116	6569273000	148.7367434	17075334	0.985003232
S2_018_023G1	S2_018	23	Sloan2	34896234	5191961202	148.7828515	17619127	0.989356874
