study_accession	sample_accession	experiment_accession	run_accession	nominal_length	read_count	base_count
PRJEB32631	SAMEA5616870	ERX3429006	ERR3405354	500	13965473	3340012628
PRJEB32631	SAMEA5616874	ERX3429007	ERR3405355	500	7444538	1760116103
PRJEB32631	SAMEA5616875	ERX3429008	ERR3405356	500	8667741	2055478679
PRJEB32631	SAMEA5616863	ERX3429009	ERR3405357	500	6164994	1465176861
PRJEB32631	SAMEA5616861	ERX3429010	ERR3405358	500	8280444	1991579690
PRJEB32631	SAMEA5616862	ERX3429011	ERR3405359	500	6756990	1609966526
PRJEB32631	SAMEA5616881	ERX3429012	ERR3405360	500	6189491	1467505042
PRJEB32631	SAMEA5616882	ERX3429013	ERR3405361	500	6543445	1553513337
PRJEB32631	SAMEA5616883	ERX3429014	ERR3405362	500	6704095	1587503712
PRJEB32631	SAMEA5616884	ERX3429015	ERR3405363	500	11012881	2642538156
PRJEB32631	SAMEA5616889	ERX3429016	ERR3405364	500	11639652	2784821353
PRJEB32631	SAMEA5616890	ERX3429017	ERR3405365	500	9022673	2159581609
PRJEB32631	SAMEA5616891	ERX3429018	ERR3405366	500	6921017	1649833424
PRJEB32631	SAMEA5616892	ERX3429019	ERR3405367	500	8102674	1938325930
PRJEB32631	SAMEA5616893	ERX3429020	ERR3405368	500	6297168	1493359847
PRJEB32631	SAMEA5616894	ERX3429021	ERR3405369	500	7196674	1710746308
PRJEB32631	SAMEA5616898	ERX3429022	ERR3405370	500	7715147	1837227117
PRJEB32631	SAMEA5616899	ERX3429023	ERR3405371	500	7355125	1746295907
PRJEB32631	SAMEA5616900	ERX3429024	ERR3405372	500	8499058	2016517456
PRJEB32631	SAMEA5616905	ERX3429025	ERR3405373	500	9304755	2240520399
PRJEB32631	SAMEA5616906	ERX3429026	ERR3405374	500	8940684	2158912432
PRJEB32631	SAMEA5616907	ERX3429027	ERR3405375	500	8469403	2050374319
PRJEB32631	SAMEA5617926	ERX3429028	ERR3405376	500	8425665	2035236248
PRJEB32631	SAMEA5617936	ERX3429029	ERR3405377	500	7587521	1825638512
PRJEB32631	SAMEA5617937	ERX3429030	ERR3405378	500	10118736	2459905210
PRJEB32631	SAMEA5617938	ERX3429031	ERR3405379	500	9947692	2404206827
PRJEB32631	SAMEA5617939	ERX3429032	ERR3405380	500	11395302	2764200897
PRJEB32631	SAMEA5617977	ERX3429033	ERR3405381	500	9641079	2327999888
PRJEB32631	SAMEA5617975	ERX3429034	ERR3405382	500	8690774	2091809705
PRJEB32631	SAMEA5617976	ERX3429035	ERR3405383	500	8963180	2169377160
PRJEB32631	SAMEA5617986	ERX3429036	ERR3405384	500	7288815	1748049396
PRJEB32631	SAMEA5617987	ERX3429037	ERR3405385	500	7607618	1830461699
PRJEB32631	SAMEA5617988	ERX3429038	ERR3405386	500	7225755	1727950993
PRJEB32631	SAMEA5618017	ERX3429039	ERR3405387	500	7683604	1844204818
PRJEB32631	SAMEA5618018	ERX3429040	ERR3405388	500	8741821	2106646597
PRJEB32631	SAMEA5618019	ERX3429041	ERR3405389	500	12810497	3070385935
PRJEB32631	SAMEA5618488	ERX3429042	ERR3405390	500	9521576	2308309462
PRJEB32631	SAMEA5618489	ERX3429043	ERR3405391	500	9720570	2362408308
PRJEB32631	SAMEA5618490	ERX3429044	ERR3405392	500	8511942	2060696155
PRJEB32631	SAMEA5618494	ERX3429045	ERR3405393	500	7557175	1816417073
PRJEB32631	SAMEA5618516	ERX3429046	ERR3405394	500	8489887	2044913621
PRJEB32631	SAMEA5618517	ERX3429047	ERR3405395	500	9568933	2308824192
PRJEB32631	SAMEA5618518	ERX3429048	ERR3405396	500	9144467	2205887292
PRJEB32631	SAMEA5618522	ERX3429049	ERR3405397	500	8005870	1934194296
PRJEB32631	SAMEA5618523	ERX3429050	ERR3405398	500	8203054	1979997264
PRJEB32631	SAMEA5618524	ERX3429051	ERR3405399	500	7746083	1870327793
PRJEB32631	SAMEA5618527	ERX3429052	ERR3405400	500	8826104	2135926890
PRJEB32631	SAMEA5618528	ERX3429053	ERR3405401	500	9727936	2351928191
PRJEB32631	SAMEA5618529	ERX3429054	ERR3405402	500	9229393	2234102256
PRJEB32631	SAMEA5618530	ERX3429055	ERR3405403	500	13009999	3152042699
PRJEB32631	SAMEA5618533	ERX3429056	ERR3405404	500	11438136	2769739226
PRJEB32631	SAMEA5618534	ERX3429057	ERR3405405	500	10784635	2609683428
PRJEB32631	SAMEA5618531	ERX3429058	ERR3405406	500	9457292	2287305740
PRJEB32631	SAMEA5618532	ERX3429059	ERR3405407	500	10109822	2450075494
PRJEB32631	SAMEA5618536	ERX3429060	ERR3405408	500	7940554	1919069678
PRJEB32631	SAMEA5618537	ERX3429061	ERR3405409	500	8608664	2081342142
PRJEB32631	SAMEA5618538	ERX3429062	ERR3405410	500	8279770	1996782272
PRJEB32631	SAMEA5618539	ERX3429063	ERR3405411	500	9973508	2417462675
PRJEB32631	SAMEA5618543	ERX3429064	ERR3405412	500	7463403	1805969570
PRJEB32631	SAMEA5618544	ERX3429065	ERR3405413	500	11635696	2813001130
PRJEB32631	SAMEA5618545	ERX3429066	ERR3405414	500	8482159	2053243412
PRJEB32631	SAMEA5618546	ERX3429067	ERR3405415	500	10722760	2591209616
PRJEB32631	SAMEA5618558	ERX3429068	ERR3405416	500	7495994	1804393594
PRJEB32631	SAMEA5618559	ERX3429069	ERR3405417	500	13137490	3198828578
PRJEB32631	SAMEA5618560	ERX3429070	ERR3405418	500	10287081	2492694253
PRJEB32631	SAMEA5618561	ERX3429071	ERR3405419	500	8865008	2143810763
PRJEB32631	SAMEA5618562	ERX3429072	ERR3405420	500	11587495	2815919846
PRJEB32631	SAMEA5618563	ERX3429073	ERR3405421	500	10541620	2554369308
PRJEB32631	SAMEA5618568	ERX3429074	ERR3405422	500	9000491	2175190411
PRJEB32631	SAMEA5618569	ERX3429075	ERR3405423	500	9149517	2208810023
PRJEB32631	SAMEA5618570	ERX3429076	ERR3405424	500	9264856	2237995471
PRJEB32631	SAMEA5618575	ERX3429077	ERR3405425	500	4354004	1053816885
PRJEB32631	SAMEA5618576	ERX3429078	ERR3405426	500	8269152	1998546908
PRJEB32631	SAMEA5618577	ERX3429079	ERR3405427	500	9346937	2264023443
PRJEB32631	SAMEA5618578	ERX3429080	ERR3405428	500	9119676	2212295476
PRJEB32631	SAMEA5618583	ERX3429081	ERR3405429	500	9334699	2254523560
PRJEB32631	SAMEA5618580	ERX3429082	ERR3405430	500	12984995	3151056706
PRJEB32631	SAMEA5618581	ERX3429083	ERR3405431	500	12455890	3020866397
PRJEB32631	SAMEA5618582	ERX3429084	ERR3405432	500	10834733	2623499554
PRJEB32631	SAMEA5618585	ERX3429085	ERR3405433	500	10811393	2620373746
PRJEB32631	SAMEA5618586	ERX3429086	ERR3405434	500	9076880	2191359024
PRJEB32631	SAMEA5618587	ERX3429087	ERR3405435	500	9647372	2334811720
PRJEB32631	SAMEA5618588	ERX3429088	ERR3405436	500	10286769	2493816540
PRJEB32631	SAMEA5618589	ERX3429089	ERR3405437	500	10449920	2536452348
PRJEB32631	SAMEA5618590	ERX3429090	ERR3405438	500	12176605	2955035602
PRJEB32631	SAMEA5618591	ERX3429091	ERR3405439	500	10749965	2607466086
PRJEB32631	SAMEA5618592	ERX3429092	ERR3405440	500	9494301	2297839626
PRJEB32631	SAMEA5618607	ERX3429093	ERR3405441	500	8023967	1935123318
PRJEB32631	SAMEA5618608	ERX3429094	ERR3405442	500	7795062	1881138242
PRJEB32631	SAMEA5618609	ERX3429095	ERR3405443	500	9841646	2386697909
PRJEB32631	SAMEA5618610	ERX3429096	ERR3405444	500	9259093	2237986705
PRJEB32631	SAMEA5616694	ERX3429097	ERR3405445	500	8399725	1960670673
PRJEB32631	SAMEA5616695	ERX3429098	ERR3405446	500	12225702	2928159843
PRJEB32631	SAMEA5616696	ERX3429099	ERR3405447	500	11973188	2866066049
PRJEB32631	SAMEA5616769	ERX3429100	ERR3405448	500	9340169	2206613186
PRJEB32631	SAMEA5616913	ERX3429101	ERR3405449	500	8975251	2110591317
PRJEB32631	SAMEA5616914	ERX3429102	ERR3405450	500	12194313	2937859752
PRJEB32631	SAMEA5616915	ERX3429103	ERR3405451	500	12158872	2915732826
PRJEB32631	SAMEA5616922	ERX3429104	ERR3405452	500	10876910	2591725615
PRJEB32631	SAMEA5616923	ERX3429105	ERR3405453	500	9097820	2167054075
PRJEB32631	SAMEA5616921	ERX3429106	ERR3405454	500	8867618	2120343763
PRJEB32631	SAMEA5616925	ERX3429107	ERR3405455	500	5289379	1218749531
PRJEB32631	SAMEA5616926	ERX3429108	ERR3405456	500	5773580	1341920145
PRJEB32631	SAMEA5616927	ERX3429109	ERR3405457	500	7327714	1719596236
PRJEB32631	SAMEA5616928	ERX3429110	ERR3405458	500	8302226	1942967237
PRJEB32631	SAMEA5616929	ERX3429111	ERR3405459	500	8820110	2068041685
PRJEB32631	SAMEA5616930	ERX3429112	ERR3405460	500	9780826	2321137961
PRJEB32631	SAMEA5616931	ERX3429113	ERR3405461	500	8929398	2126820183
PRJEB32631	SAMEA5616936	ERX3429114	ERR3405462	500	9065385	2176668077
PRJEB32631	SAMEA5616937	ERX3429115	ERR3405463	500	8925123	2154706355
PRJEB32631	SAMEA5616938	ERX3429116	ERR3405464	500	5903696	1393210565
PRJEB32631	SAMEA5616939	ERX3429117	ERR3405465	500	5181061	1215376740
PRJEB32631	SAMEA5616940	ERX3429118	ERR3405466	500	8452976	2034980894
PRJEB32631	SAMEA5616941	ERX3429119	ERR3405467	500	6243175	1450930170
PRJEB32631	SAMEA5616943	ERX3429120	ERR3405468	500	9141059	2194684496
PRJEB32631	SAMEA5616944	ERX3429121	ERR3405469	500	9833723	2338217593
PRJEB32631	SAMEA5616945	ERX3429122	ERR3405470	500	8188258	1935153316
PRJEB32631	SAMEA5616946	ERX3429123	ERR3405471	500	8606898	2053737756
PRJEB32631	SAMEA5616948	ERX3429124	ERR3405472	500	7866418	1870699052
PRJEB32631	SAMEA5616949	ERX3429125	ERR3405473	500	9297026	2214204586
PRJEB32631	SAMEA5616950	ERX3429126	ERR3405474	500	10339632	2461278458
PRJEB32631	SAMEA5616952	ERX3429127	ERR3405475	500	7404308	1749941026
PRJEB32631	SAMEA5616953	ERX3429128	ERR3405476	500	9581997	2307296594
PRJEB32631	SAMEA5616954	ERX3429129	ERR3405477	500	8841186	2088536565
PRJEB32631	SAMEA5616951	ERX3429130	ERR3405478	500	9173268	2184927992
PRJEB32631	SAMEA5616956	ERX3429131	ERR3405479	500	8785160	2091150624
PRJEB32631	SAMEA5616957	ERX3429132	ERR3405480	500	10164234	2458850742
PRJEB32631	SAMEA5616958	ERX3429133	ERR3405481	500	9059925	2148622155
PRJEB32631	SAMEA5617748	ERX3429134	ERR3405482	500	8243632	1960644671
PRJEB32631	SAMEA5617769	ERX3429135	ERR3405483	500	7058067	1668092947
PRJEB32631	SAMEA5617818	ERX3429136	ERR3405484	500	6536807	1522019878
PRJEB32631	SAMEA5617819	ERX3429137	ERR3405485	500	11361040	2710093815
PRJEB32631	SAMEA5617892	ERX3429138	ERR3405486	500	7835667	1848704533
PRJEB32631	SAMEA5617893	ERX3429139	ERR3405487	500	9194084	2188353038
PRJEB32631	SAMEA5617894	ERX3429140	ERR3405488	500	9216331	2191483767
PRJEB32631	SAMEA5618013	ERX3429141	ERR3405489	500	9726152	2329482773
PRJEB32631	SAMEA5618014	ERX3429142	ERR3405490	500	10808472	2610983990
PRJEB32631	SAMEA5618015	ERX3429143	ERR3405491	500	10196760	2462300004
PRJEB32631	SAMEA5618023	ERX3429144	ERR3405492	500	9846817	2360868952
PRJEB32631	SAMEA5618024	ERX3429145	ERR3405493	500	7421862	1764880023
PRJEB32631	SAMEA5618025	ERX3429146	ERR3405494	500	7581867	1803297262
PRJEB32631	SAMEA5618026	ERX3429147	ERR3405495	500	8640407	2046994886
PRJEB32631	SAMEA5618033	ERX3429148	ERR3405496	500	8944347	2138552787
PRJEB32631	SAMEA5618034	ERX3429149	ERR3405497	500	7878381	1866095539
PRJEB32631	SAMEA5618035	ERX3429150	ERR3405498	500	7657532	1812797592
PRJEB32631	SAMEA5618036	ERX3429151	ERR3405499	500	10377311	2476227744
PRJEB32631	SAMEA5618040	ERX3429152	ERR3405500	500	8470393	2007115414
PRJEB32631	SAMEA5618041	ERX3429153	ERR3405501	500	11010068	2657699212
PRJEB32631	SAMEA5618039	ERX3429154	ERR3405502	500	9305724	2233310399
PRJEB32631	SAMEA5618043	ERX3429155	ERR3405503	500	7341033	1723533224
PRJEB32631	SAMEA5618044	ERX3429156	ERR3405504	500	10964419	2651234627
PRJEB32631	SAMEA5618045	ERX3429157	ERR3405505	500	8173761	1942755139
PRJEB32631	SAMEA5618046	ERX3429158	ERR3405506	500	9649787	2289321820
PRJEB32631	SAMEA5618047	ERX3429159	ERR3405507	500	10408730	2498833533
PRJEB32631	SAMEA5618048	ERX3429160	ERR3405508	500	9014301	2130195655
PRJEB32631	SAMEA5618050	ERX3429161	ERR3405509	500	8311302	1983791518
PRJEB32631	SAMEA5618051	ERX3429162	ERR3405510	500	9337746	2221035613
PRJEB32631	SAMEA5618052	ERX3429163	ERR3405511	500	8373532	1980717706
PRJEB32631	SAMEA5618056	ERX3429164	ERR3405512	500	9604357	2297297915
PRJEB32631	SAMEA5618057	ERX3429165	ERR3405513	500	10468686	2504201275
PRJEB32631	SAMEA5618058	ERX3429166	ERR3405514	500	10749654	2578892120
PRJEB32631	SAMEA5618079	ERX3429167	ERR3405515	500	8849771	2107496342
PRJEB32631	SAMEA5618080	ERX3429168	ERR3405516	500	9444741	2244823868
PRJEB32631	SAMEA5618081	ERX3429169	ERR3405517	500	6321982	1498066208
PRJEB32631	SAMEA5618390	ERX3429170	ERR3405518	500	6717225	1589599788
PRJEB32631	SAMEA5618398	ERX3429171	ERR3405519	500	9850545	2353670128
PRJEB32631	SAMEA5618464	ERX3429172	ERR3405520	500	10390290	2486725320
PRJEB32631	SAMEA5618465	ERX3429173	ERR3405521	500	11675189	2810991531
PRJEB32631	SAMEA5618466	ERX3429174	ERR3405522	500	8310724	1978856055
PRJEB32631	SAMEA5618475	ERX3429175	ERR3405523	500	9565237	2275914248
PRJEB32631	SAMEA5618476	ERX3429176	ERR3405524	500	11763287	2840097586
PRJEB32631	SAMEA5618477	ERX3429177	ERR3405525	500	7825781	1875937042
PRJEB32631	SAMEA5618507	ERX3429178	ERR3405526	500	8278085	1972498255
PRJEB32631	SAMEA5618508	ERX3429179	ERR3405527	500	10687358	2574163369
PRJEB32631	SAMEA5618509	ERX3429180	ERR3405528	500	10680448	2571393252
PRJEB32631	SAMEA5618510	ERX3429181	ERR3405529	500	9754690	2320277585
PRJEB32631	SAMEA5618550	ERX3429182	ERR3405530	500	8423343	1987650103
PRJEB32631	SAMEA5618551	ERX3429183	ERR3405531	500	9090926	2157195012
PRJEB32631	SAMEA5618552	ERX3429184	ERR3405532	500	8523815	2016279049
PRJEB32631	SAMEA5618553	ERX3429185	ERR3405533	500	7621017	1823783669
PRJEB32631	SAMEA5618602	ERX3429186	ERR3405534	500	7359026	1741215299
PRJEB32631	SAMEA5618603	ERX3429187	ERR3405535	500	7459861	1766018192
PRJEB32631	SAMEA5618604	ERX3429188	ERR3405536	500	9105430	2166295927
PRJEB32631	SAMEA5618605	ERX3429189	ERR3405537	500	9579684	2277676255
PRJEB32631	SAMEA5618611	ERX3429190	ERR3405538	500	8170899	1925085101
PRJEB32631	SAMEA5618612	ERX3429191	ERR3405539	500	7929192	1879315674
PRJEB32631	SAMEA5618613	ERX3429192	ERR3405540	500	10318435	2460155903
PRJEB32631	SAMEA5618614	ERX3429193	ERR3405541	500	7610841	1825029569
PRJEB32631	SAMEA5618615	ERX3429194	ERR3405542	500	8686920	2079514142
PRJEB32631	SAMEA5618616	ERX3429195	ERR3405543	500	9321572	2244936939
PRJEB32631	SAMEA5618617	ERX3429196	ERR3405544	500	8637424	2065693155
PRJEB32631	SAMEA5618618	ERX3429197	ERR3405545	500	9188448	2198646037
PRJEB32631	SAMEA5618620	ERX3429198	ERR3405546	500	7939582	1886627162
PRJEB32631	SAMEA5618621	ERX3429199	ERR3405547	500	12135743	2936458074
PRJEB32631	SAMEA5618622	ERX3429200	ERR3405548	500	11035102	2650976298
PRJEB32631	SAMEA5618626	ERX3429201	ERR3405549	500	6524690	1541174944
PRJEB32631	SAMEA5618623	ERX3429202	ERR3405550	500	10771866	2604937522
PRJEB32631	SAMEA5618624	ERX3429203	ERR3405551	500	7153691	1698550170
PRJEB32631	SAMEA5618625	ERX3429204	ERR3405552	500	8668408	2066052384
PRJEB32631	SAMEA5618627	ERX3429205	ERR3405553	500	8543601	2027028584
PRJEB32631	SAMEA5618628	ERX3429206	ERR3405554	500	7370657	1741904835
PRJEB32631	SAMEA5618629	ERX3429207	ERR3405555	500	8855679	2101852731
PRJEB32631	SAMEA5618630	ERX3429208	ERR3405556	500	11091271	2654038367
PRJEB32631	SAMEA5618642	ERX3429209	ERR3405557	500	7539612	1792245488
PRJEB32631	SAMEA5618643	ERX3429210	ERR3405558	500	10979923	2642651741
PRJEB32631	SAMEA5618644	ERX3429211	ERR3405559	500	9854656	2353094981
PRJEB32631	SAMEA5618645	ERX3429212	ERR3405560	500	8824830	2104703198
PRJEB32631	SAMEA5618654	ERX3429213	ERR3405561	500	9710893	2324462009
PRJEB32631	SAMEA5618655	ERX3429214	ERR3405562	500	8451278	2011558659
PRJEB32631	SAMEA5618656	ERX3429215	ERR3405563	500	9026950	2160371949
PRJEB32631	SAMEA5618745	ERX3429216	ERR3405564	500	12449720	3005041202
PRJEB32631	SAMEA5617967	ERX3429217	ERR3405565	500	8150148	1969490777
PRJEB32631	SAMEA5617947	ERX3429218	ERR3405566	500	7471494	1807217774
PRJEB32631	SAMEA5617944	ERX3429219	ERR3405567	500	8844254	2134080399
PRJEB32631	SAMEA5617969	ERX3429220	ERR3405568	500	7717558	1867290938
PRJEB32631	SAMEA5617945	ERX3429221	ERR3405569	500	9500439	2300374941
PRJEB32631	SAMEA5617948	ERX3429222	ERR3405570	500	8625206	2087278010
PRJEB32631	SAMEA5617981	ERX3429223	ERR3405571	500	12829210	3108247142
PRJEB32631	SAMEA5617982	ERX3429224	ERR3405572	500	10730479	2597010105
PRJEB32631	SAMEA5617949	ERX3429225	ERR3405573	500	7239598	1750311205
PRJEB32631	SAMEA5617968	ERX3429226	ERR3405574	500	8207812	1991386423
PRJEB32631	SAMEA5617943	ERX3429227	ERR3405575	500	8732132	2106744096
PRJEB32631	SAMEA5617980	ERX3429228	ERR3405576	500	8365919	2023635394
PRJEB32631	SAMEA5618072	ERX3429229	ERR3405577	500	12258903	2978843909
PRJEB32631	SAMEA5618105	ERX3429230	ERR3405578	500	6471061	1553044280
PRJEB32631	SAMEA5618109	ERX3429231	ERR3405579	500	7107170	1712941188
PRJEB32631	SAMEA5618073	ERX3429232	ERR3405580	500	9927801	2405963909
PRJEB32631	SAMEA5618075	ERX3429233	ERR3405581	500	9502958	2298898519
PRJEB32631	SAMEA5618091	ERX3429234	ERR3405582	500	11655552	2831951403
PRJEB32631	SAMEA5618092	ERX3429235	ERR3405583	500	10688746	2590447596
PRJEB32631	SAMEA5618106	ERX3429236	ERR3405584	500	12660349	3076321242
PRJEB32631	SAMEA5618113	ERX3429237	ERR3405585	500	8483926	2053624089
PRJEB32631	SAMEA5618076	ERX3429238	ERR3405586	500	10045999	2436820084
PRJEB32631	SAMEA5618164	ERX3429239	ERR3405587	500	9091773	2200469493
PRJEB32631	SAMEA5618120	ERX3429240	ERR3405588	500	11934284	2898649661
PRJEB32631	SAMEA5618151	ERX3429241	ERR3405589	500	8843906	2136141596
PRJEB32631	SAMEA5618099	ERX3429242	ERR3405590	500	8873291	2139014681
PRJEB32631	SAMEA5618153	ERX3429243	ERR3405591	500	11236065	2711375644
PRJEB32631	SAMEA5618122	ERX3429244	ERR3405592	500	10946357	2644961915
PRJEB32631	SAMEA5618083	ERX3429245	ERR3405593	500	9368160	2267242983
PRJEB32631	SAMEA5618084	ERX3429246	ERR3405594	500	8086602	1955381735
PRJEB32631	SAMEA5618166	ERX3429247	ERR3405595	500	9394273	2272756277
PRJEB32631	SAMEA5618111	ERX3429248	ERR3405596	500	9339919	2255238852
PRJEB32631	SAMEA5618101	ERX3429249	ERR3405597	500	9337316	2257991370
PRJEB32631	SAMEA5618114	ERX3429250	ERR3405598	500	9742185	2358172840
PRJEB32631	SAMEA5618140	ERX3429251	ERR3405599	500	12535983	3043012789
PRJEB32631	SAMEA5618141	ERX3429252	ERR3405600	500	10991885	2653917775
PRJEB32631	SAMEA5618074	ERX3429253	ERR3405601	500	8968600	2165522310
PRJEB32631	SAMEA5618115	ERX3429254	ERR3405602	500	8863092	2143304868
PRJEB32631	SAMEA5618107	ERX3429255	ERR3405603	500	6733911	1621067114
PRJEB32631	SAMEA5618110	ERX3429256	ERR3405604	500	10313898	2494432201
PRJEB32631	SAMEA5618077	ERX3429257	ERR3405605	500	8565093	2066613432
PRJEB32631	SAMEA5618082	ERX3429258	ERR3405606	500	9427683	2274969827
PRJEB32631	SAMEA5618121	ERX3429259	ERR3405607	500	9157232	2210144540
PRJEB32631	SAMEA5618152	ERX3429260	ERR3405608	500	8372658	2022474163
PRJEB32631	SAMEA5618165	ERX3429261	ERR3405609	500	10149148	2454698137
PRJEB32631	SAMEA5618100	ERX3429262	ERR3405610	500	8726081	2108314015
PRJEB32631	SAMEA5618093	ERX3429263	ERR3405611	500	9292664	2247829950
PRJEB32631	SAMEA5618142	ERX3429264	ERR3405612	500	9539851	2305000590
PRJEB32631	SAMEA5618417	ERX3429265	ERR3405613	500	12634425	3040218126
PRJEB32631	SAMEA5618410	ERX3429266	ERR3405614	500	15146399	3664768902
PRJEB32631	SAMEA5617833	ERX3429267	ERR3405615	500	13475803	3243913799
PRJEB32631	SAMEA5616792	ERX3429268	ERR3405616	500	12203658	2936163670
PRJEB32631	SAMEA5616793	ERX3429269	ERR3405617	500	10241306	2461487302
PRJEB32631	SAMEA5618499	ERX3429270	ERR3405618	500	13747588	3322183394
PRJEB32631	SAMEA5618526	ERX3429271	ERR3405619	500	14140172	3418528752
PRJEB32631	SAMEA5618500	ERX3429272	ERR3405620	500	14497575	3504053639
PRJEB32631	SAMEA5618498	ERX3429273	ERR3405621	500	13537863	3268802973
PRJEB32631	SAMEA5618525	ERX3429274	ERR3405622	500	14927413	3608196675
PRJEB32631	SAMEA5618514	ERX3429275	ERR3405623	500	13454470	3241184246
PRJEB32631	SAMEA5618505	ERX3429276	ERR3405624	500	12165323	2926238027
PRJEB32631	SAMEA5618658	ERX3429277	ERR3405625	500	13604388	3288924050
PRJEB32631	SAMEA5618659	ERX3429278	ERR3405626	500	10933417	2630076310
PRJEB32631	SAMEA5618202	ERX3429279	ERR3405627	500	12079304	2912783227
PRJEB32631	SAMEA5618203	ERX3429280	ERR3405628	500	13167533	3181858186
PRJEB32631	SAMEA5618199	ERX3429281	ERR3405629	500	12682301	3059873181
PRJEB32631	SAMEA5618208	ERX3429282	ERR3405630	500	16193617	3926878298
PRJEB32631	SAMEA5618209	ERX3429283	ERR3405631	500	15165528	3642343624
PRJEB32631	SAMEA5618204	ERX3429284	ERR3405632	500	10722260	2551817081
PRJEB32631	SAMEA5618124	ERX3429285	ERR3405633	500	12959726	3091699251
PRJEB32631	SAMEA5618125	ERX3429286	ERR3405634	500	12872375	3070821877
PRJEB32631	SAMEA5618210	ERX3429287	ERR3405635	500	3976413	930444487
PRJEB32631	SAMEA5618126	ERX3429288	ERR3405636	500	10757762	2556048729
PRJEB32631	SAMEA5618246	ERX3429289	ERR3405637	500	20564450	4969387966
PRJEB32631	SAMEA5618200	ERX3429290	ERR3405638	500	18089925	4335953178
PRJEB32631	SAMEA5618243	ERX3429291	ERR3405639	500	6655579	1585546320
PRJEB32631	SAMEA5618241	ERX3429292	ERR3405640	500	10342936	2450496070
PRJEB32631	SAMEA5618244	ERX3429293	ERR3405641	500	9587637	2294700737
PRJEB32631	SAMEA5618123	ERX3429294	ERR3405642	500	8300340	1957062814
PRJEB32631	SAMEA5617834	ERX3429295	ERR3405643	500	10774325	2549716008
PRJEB32631	SAMEA5616783	ERX3429296	ERR3405644	500	16838938	4054569404
PRJEB32631	SAMEA5616794	ERX3429297	ERR3405645	500	4556871	1083249068
PRJEB32631	SAMEA5618411	ERX3429298	ERR3405646	500	6924269	1650674975
PRJEB32631	SAMEA5618501	ERX3429299	ERR3405647	500	12432262	2963925084
PRJEB32631	SAMEA5618242	ERX3429300	ERR3405648	500	9937334	2350082775
PRJEB32631	SAMEA5618245	ERX3429301	ERR3405649	500	14553767	3491591462
PRJEB32631	SAMEA5618248	ERX3429302	ERR3405650	500	10503411	2481631500
PRJEB32631	SAMEA5617835	ERX3429303	ERR3405651	500	9507284	2137836300
PRJEB32631	SAMEA5616784	ERX3429304	ERR3405652	500	11755528	2636812417
PRJEB32631	SAMEA5618548	ERX3429305	ERR3405653	500	10678856	2388416178
PRJEB32631	SAMEA5618010	ERX3429306	ERR3405654	500	10717638	2412699322
PRJEB32631	SAMEA5618008	ERX3429307	ERR3405655	500	12410401	2788777332
PRJEB32631	SAMEA5618572	ERX3429308	ERR3405656	500	12008094	2696361410
PRJEB32631	SAMEA5616909	ERX3429309	ERR3405657	500	11594271	2600388915
PRJEB32631	SAMEA5618660	ERX3429310	ERR3405658	500	7395353	1639198523
PRJEB32631	SAMEA5618663	ERX3429311	ERR3405659	500	9113386	2039438985
PRJEB32631	SAMEA5618647	ERX3429312	ERR3405660	500	8600753	1913996166
PRJEB32631	SAMEA5618649	ERX3429313	ERR3405661	500	10548559	2365262349
PRJEB32631	SAMEA5618670	ERX3429314	ERR3405662	500	8131524	1816872647
PRJEB32631	SAMEA5618667	ERX3429315	ERR3405663	500	12775570	2878700062
PRJEB32631	SAMEA5618674	ERX3429316	ERR3405664	500	9170570	2039861502
PRJEB32631	SAMEA5618675	ERX3429317	ERR3405665	500	8153272	1804829439
PRJEB32631	SAMEA5618095	ERX3429318	ERR3405666	500	11805264	2680360465
PRJEB32631	SAMEA5618682	ERX3429319	ERR3405667	500	8977228	2014375877
PRJEB32631	SAMEA5618683	ERX3429320	ERR3405668	500	11483290	2587028389
PRJEB32631	SAMEA5618685	ERX3429321	ERR3405669	500	11146664	2526167892
PRJEB32631	SAMEA5618679	ERX3429322	ERR3405670	500	11511893	2590851864
PRJEB32631	SAMEA5618117	ERX3429323	ERR3405671	500	13394436	3046005471
PRJEB32631	SAMEA5618130	ERX3429324	ERR3405672	500	10164522	2272401008
PRJEB32631	SAMEA5618690	ERX3429325	ERR3405673	500	7283739	1610594354
PRJEB32631	SAMEA5618671	ERX3429326	ERR3405674	500	10848269	2621357616
PRJEB32631	SAMEA5618684	ERX3429327	ERR3405675	500	8674161	2088916161
PRJEB32631	SAMEA5618676	ERX3429328	ERR3405676	500	9651168	2324530870
PRJEB32631	SAMEA5618648	ERX3429329	ERR3405677	500	10975173	2655081403
PRJEB32631	SAMEA5618680	ERX3429330	ERR3405678	500	10620073	2559711116
PRJEB32631	SAMEA5618686	ERX3429331	ERR3405679	500	9895005	2386042367
PRJEB32631	SAMEA5618131	ERX3429332	ERR3405680	500	10670668	2579018410
PRJEB32631	SAMEA5618694	ERX3429333	ERR3405681	500	10633225	2567057049
PRJEB32631	SAMEA5618698	ERX3429334	ERR3405682	500	9686362	2335192170
PRJEB32631	SAMEA5618711	ERX3429335	ERR3405683	500	10252945	2468873218
PRJEB32631	SAMEA5618714	ERX3429336	ERR3405684	500	10186921	2455739244
PRJEB32631	SAMEA5618723	ERX3429337	ERR3405685	500	9786694	2357893028
